"location","source","target"
"views/campaignGallery/list.fo.temporary.100.en_GB.php:57 views/campaignGallery/list.fo.temporary.100.en_GB.php:97 views/campaignGallery/list.fo.temporary.100.en_GB.php:137 views/campaignGallery/list.fo.temporary.100.en_GB.php:177 views/campaignGallery/list.fo.temporary.100.en_GB.php:217 views/campaignGallery/list.fo.temporary.100.en_GB.php:257 views/campaignGallery/list.fo.temporary.100.en_GB.php:297 views/campaignGallery/list.fo.temporary.100.en_GB.php:337 views/campaignGallery/list.fo.temporary.100.en_GB.php:377 views/campaignGallery/list.fo.temporary.100.en_GB.php:417 views/campaignGallery/list.fo.temporary.100.en_GB.php:457 views/campaignGallery/list.fo.temporary.100.en_GB.php:497 views/campaignGallery/list.fo.temporary.100.en_GB.php:537 views/campaignGallery/list.fo.temporary.100.en_GB.php:577 views/campaignGallery/list.fo.temporary.100.en_GB.php:617 views/campaignGallery/list.fo.temporary.100.en_GB.php:657 views/campaignGallery/list.fo.temporary.100.php:57 views/campaignGallery/list.fo.temporary.100.php:97 views/campaignGallery/list.fo.temporary.100.php:137 views/campaignGallery/list.fo.temporary.100.php:177 views/campaignGallery/list.fo.temporary.100.php:217 views/campaignGallery/list.fo.temporary.100.php:257 views/campaignGallery/list.fo.temporary.100.php:297 views/campaignGallery/list.fo.temporary.100.php:337 views/campaignGallery/list.fo.temporary.100.php:377 views/campaignGallery/list.fo.temporary.100.php:417 views/campaignGallery/list.fo.temporary.100.php:457 views/campaignGallery/list.fo.temporary.100.php:497 views/campaignGallery/list.fo.temporary.100.php:537 views/campaignGallery/list.fo.temporary.100.php:577 views/campaignGallery/list.fo.temporary.100.php:617 views/campaignGallery/list.fo.temporary.100.php:657 views/campaignGallery/show.fo.temporary.1001.en_GB.php:8 views/campaignGallery/show.fo.temporary.1001.php:8 views/campaignGallery/show.fo.temporary.1002.en_GB.php:8","Por:",""
"views/campaignGallery/list.fo.temporary.100.en_GB.php:57 views/campaignGallery/list.fo.temporary.100.en_GB.php:97 views/campaignGallery/list.fo.temporary.100.en_GB.php:137 views/campaignGallery/list.fo.temporary.100.en_GB.php:177 views/campaignGallery/list.fo.temporary.100.en_GB.php:217 views/campaignGallery/list.fo.temporary.100.en_GB.php:257 views/campaignGallery/list.fo.temporary.100.en_GB.php:297 views/campaignGallery/list.fo.temporary.100.en_GB.php:337 views/campaignGallery/list.fo.temporary.100.en_GB.php:377 views/campaignGallery/list.fo.temporary.100.en_GB.php:417 views/campaignGallery/list.fo.temporary.100.en_GB.php:457 views/campaignGallery/list.fo.temporary.100.en_GB.php:497 views/campaignGallery/list.fo.temporary.100.en_GB.php:537 views/campaignGallery/list.fo.temporary.100.en_GB.php:577 views/campaignGallery/list.fo.temporary.100.en_GB.php:617 views/campaignGallery/list.fo.temporary.100.en_GB.php:657 views/campaignGallery/list.fo.temporary.100.php:57 views/campaignGallery/list.fo.temporary.100.php:97 views/campaignGallery/list.fo.temporary.100.php:137 views/campaignGallery/list.fo.temporary.100.php:177 views/campaignGallery/list.fo.temporary.100.php:217 views/campaignGallery/list.fo.temporary.100.php:257 views/campaignGallery/list.fo.temporary.100.php:297 views/campaignGallery/list.fo.temporary.100.php:337 views/campaignGallery/list.fo.temporary.100.php:377 views/campaignGallery/list.fo.temporary.100.php:417 views/campaignGallery/list.fo.temporary.100.php:457 views/campaignGallery/list.fo.temporary.100.php:497 views/campaignGallery/list.fo.temporary.100.php:537 views/campaignGallery/list.fo.temporary.100.php:577 views/campaignGallery/list.fo.temporary.100.php:617 views/campaignGallery/list.fo.temporary.100.php:657 views/campaignGallery/show.fo.temporary.1001.en_GB.php:29 views/campaignGallery/show.fo.temporary.1001.php:29 views/campaignGallery/show.fo.temporary.1002.en_GB.php:29","Votos:",""
"views/campaignGallery/list.fo.temporary.100.en_GB.php:65 views/campaignGallery/list.fo.temporary.100.en_GB.php:105 views/campaignGallery/list.fo.temporary.100.en_GB.php:145 views/campaignGallery/list.fo.temporary.100.en_GB.php:185 views/campaignGallery/list.fo.temporary.100.en_GB.php:225 views/campaignGallery/list.fo.temporary.100.en_GB.php:265 views/campaignGallery/list.fo.temporary.100.en_GB.php:305 views/campaignGallery/list.fo.temporary.100.en_GB.php:345 views/campaignGallery/list.fo.temporary.100.en_GB.php:385 views/campaignGallery/list.fo.temporary.100.en_GB.php:425 views/campaignGallery/list.fo.temporary.100.en_GB.php:465 views/campaignGallery/list.fo.temporary.100.en_GB.php:505 views/campaignGallery/list.fo.temporary.100.en_GB.php:545 views/campaignGallery/list.fo.temporary.100.en_GB.php:585 views/campaignGallery/list.fo.temporary.100.en_GB.php:625 views/campaignGallery/list.fo.temporary.100.en_GB.php:665 views/campaignGallery/list.fo.temporary.100.php:65 views/campaignGallery/list.fo.temporary.100.php:105 views/campaignGallery/list.fo.temporary.100.php:145 views/campaignGallery/list.fo.temporary.100.php:185 views/campaignGallery/list.fo.temporary.100.php:225 views/campaignGallery/list.fo.temporary.100.php:265 views/campaignGallery/list.fo.temporary.100.php:305 views/campaignGallery/list.fo.temporary.100.php:345 views/campaignGallery/list.fo.temporary.100.php:385 views/campaignGallery/list.fo.temporary.100.php:425 views/campaignGallery/list.fo.temporary.100.php:465 views/campaignGallery/list.fo.temporary.100.php:505 views/campaignGallery/list.fo.temporary.100.php:545 views/campaignGallery/list.fo.temporary.100.php:585 views/campaignGallery/list.fo.temporary.100.php:625 views/campaignGallery/list.fo.temporary.100.php:665 views/campaignGallery/show.fo.temporary.1001.en_GB.php:18 views/campaignGallery/show.fo.temporary.1001.php:18 views/campaignGallery/show.fo.temporary.1002.en_GB.php:18","Gosto!",""
"views/campaignGallery/list.fo.temporary.100.en_GB.php:72 views/campaignGallery/list.fo.temporary.100.en_GB.php:112 views/campaignGallery/list.fo.temporary.100.en_GB.php:152 views/campaignGallery/list.fo.temporary.100.en_GB.php:192 views/campaignGallery/list.fo.temporary.100.en_GB.php:232 views/campaignGallery/list.fo.temporary.100.en_GB.php:272 views/campaignGallery/list.fo.temporary.100.en_GB.php:312 views/campaignGallery/list.fo.temporary.100.en_GB.php:352 views/campaignGallery/list.fo.temporary.100.en_GB.php:392 views/campaignGallery/list.fo.temporary.100.en_GB.php:432 views/campaignGallery/list.fo.temporary.100.en_GB.php:472 views/campaignGallery/list.fo.temporary.100.en_GB.php:512 views/campaignGallery/list.fo.temporary.100.en_GB.php:552 views/campaignGallery/list.fo.temporary.100.en_GB.php:592 views/campaignGallery/list.fo.temporary.100.en_GB.php:632 views/campaignGallery/list.fo.temporary.100.en_GB.php:672 views/campaignGallery/list.fo.temporary.100.php:72 views/campaignGallery/list.fo.temporary.100.php:112 views/campaignGallery/list.fo.temporary.100.php:152 views/campaignGallery/list.fo.temporary.100.php:192 views/campaignGallery/list.fo.temporary.100.php:232 views/campaignGallery/list.fo.temporary.100.php:272 views/campaignGallery/list.fo.temporary.100.php:312 views/campaignGallery/list.fo.temporary.100.php:352 views/campaignGallery/list.fo.temporary.100.php:392 views/campaignGallery/list.fo.temporary.100.php:432 views/campaignGallery/list.fo.temporary.100.php:472 views/campaignGallery/list.fo.temporary.100.php:512 views/campaignGallery/list.fo.temporary.100.php:552 views/campaignGallery/list.fo.temporary.100.php:592 views/campaignGallery/list.fo.temporary.100.php:632 views/campaignGallery/list.fo.temporary.100.php:672 views/campaignGallery/show.fo.temporary.1001.en_GB.php:25 views/campaignGallery/show.fo.temporary.1001.php:25 views/campaignGallery/show.fo.temporary.1002.en_GB.php:25","Já votaste!",""
"views/campaignGallery/show.fo.temporary.1001.en_GB.php:39 views/campaignGallery/show.fo.temporary.1001.php:39 views/campaignGallery/show.fo.temporary.1002.en_GB.php:39","Enviar a amigos",""
"views/components/fileUpload.php:19","A enviar... Por favor aguarde.",""
"views/components/landing_top.php:85 views/components/share_button.php:3","Partilha com os teus amigos:",""
"views/components/slider.php:73","Mais informações",""
"views/components/teaserRegisterForm.php:57","Submeter",""
"views/components/teaserTellYourFriends.php:2","Aproveita e recomenda aos teus amigos:",""
"views/components/login/login.php:195","Bem-vindo(a)",""
"views/components/login/login.php:200","Enviar a amigo",""
"views/components/login/login.php:231","Username ou email",""
"views/components/login/login.php:233","Password",""
"views/components/login/login_1.php:168","Login",""
"views/components/login/login_1.php:186","Lembrar-me",""
"views/components/login/login_1.php:193","Esqueci-me da password",""
"views/components/login/login_1.php:197","Esqueci-me do Username",""
"views/components/login/login_1.php:202","...ou logar com:",""
"views/components/login/login_1.php:208","Iniciar sessão",""
"views/dashboard/header.php:63 views/default/default.php:118","Perfil",""
"views/dashboard/header.php:64","Avaliação",""
"views/dashboard/header.php:65","Buzz",""
"views/dashboard/header.php:66","Histórias",""
"views/default/default.php:19","Como funciona",""
"views/default/default.php:50 views/default/default.php:68","Ver como",""
"views/default/default.php:88 views/default/default.php:103","Tens notificações novas! Clica aqui.",""
"views/default/default.php:120","Completa o teu perfil.",""
"views/default/default.php:136 views/default/default.php:145","Ver",""
"views/default/default.php:150","Pontos totais",""
"views/default/default.php:152","Código:",""
"views/error/default.php:24","Tem de fazer Login",""
"views/error/default.php:28","Ups...algo correu mal!",""
"views/error/default.php:50","Não está Login",""
"views/error/default.php:52","404",""
"views/error/default.php:66","Ocorreu um erro inesperado, se o erro persistir contacte o administrador do site.",""
"views/flags/default.php:7","Ambassadors.com",""
"views/landing_page_video/show_video.php:13","Loading the player. Please wait ...",""
"views/profile/show.fo.php:73","Completa o teu perfil e ganha 150 pontos incluindo 40 pontos de Bónus.",""
"views/profile/show.fo.php:75","Completa o teu perfil",""
"views/profile/show.fo.php:108","Categorias",""
"views/profile/show.fo.php:109 views/profile/show.fo.php:154 views/profile/show.fo.php:176","Pontos",""
"views/profile/show.fo.php:114","Ganhos",""
"views/profile/show.fo.php:115","Disponíveis",""
"views/profile/show.fo.php:116","Percentagem preenchida",""
"views/profile/show.fo.php:149","Liga o teu perfil ás redes sociais e expande a tua influência online!",""
"views/profile/show.fo.php:178","Nível",""
"views/profile/show.fo.php:194","Inscrição de amigos teus com o teu código de convite",""
"views/profile/show.fo.php:200","Questionários preenchidos",""
"views/profile/show.fo.php:206","Campanhas em que participaste",""
"views/profile/show.fo.php:220","Inscrição de amigos após recomendação",""
"views/profile/show.fo.php:221","pontos ganhos",""
"views/profile/show.fo.php:224","%d amigos teus inscreveram-se em embaixadores.com utilizando o teu código de convite",""
"views/profile_form/show.fo.form.php:126","Parte %d",""
"views/questions/free_response_DATE.php:21","Jan",""
"views/questions/free_response_DATE.php:21","Fev",""
"views/questions/free_response_DATE.php:21","Mar",""
"views/questions/free_response_DATE.php:21","Abr",""
"views/questions/free_response_DATE.php:21","Mai",""
"views/questions/free_response_DATE.php:21","Jun",""
"views/questions/free_response_DATE.php:21","Jul",""
"views/questions/free_response_DATE.php:21","Ago",""
"views/questions/free_response_DATE.php:21","Set",""
"views/questions/free_response_DATE.php:21","Out",""
"views/questions/free_response_DATE.php:21","Nov",""
"views/questions/free_response_DATE.php:21","Dez",""
"views/questions/free_response_DATE.php:22","Janeiro",""
"views/questions/free_response_DATE.php:22","Fevereiro",""
"views/questions/free_response_DATE.php:22","Março",""
"views/questions/free_response_DATE.php:22","Abril",""
"views/questions/free_response_DATE.php:22","Maio",""
"views/questions/free_response_DATE.php:22","Junho",""
"views/questions/free_response_DATE.php:22","Julho",""
"views/questions/free_response_DATE.php:22","Agosto",""
"views/questions/free_response_DATE.php:22","Setembro",""
"views/questions/free_response_DATE.php:22","Outubro",""
"views/questions/free_response_DATE.php:22","Novembro",""
"views/questions/free_response_DATE.php:22","Dezembro",""
"views/questions/free_response_DATE.php:23","Dom",""
"views/questions/free_response_DATE.php:23","Seg",""
"views/questions/free_response_DATE.php:23","Ter",""
"views/questions/free_response_DATE.php:23","Qua",""
"views/questions/free_response_DATE.php:23","Qui",""
"views/questions/free_response_DATE.php:23","Sex",""
"views/questions/free_response_DATE.php:23","Sab",""
"views/questions/free_response_DATE.php:24","Domingo",""
"views/questions/free_response_DATE.php:24","Segunda",""
"views/questions/free_response_DATE.php:24","Terça",""
"views/questions/free_response_DATE.php:24","Quarta",""
"views/questions/free_response_DATE.php:24","Quinta",""
"views/questions/free_response_DATE.php:24","Sexta",""
"views/questions/free_response_DATE.php:24","Sábado",""
"views/questions/free_response_DATE.php:25","Hoje",""
"views/questions/free_response_DATE.php:26","X",""
"views/questions/free_response_DATE.php:27","Seguinte",""
"views/questions/free_response_DATE.php:28","Anterior",""
"views/questions/multiple_choice_multiple_response_checkbox.php:49","outra",""
"views/questions/question.php:99","Esta pergunta é obrigatória.",""
"views/registration/default.form.php:32 views/registration/form_OBSOLET.php:117 views/registration/newPasswordConfirm.form.php:5 views/registration/newPasswordPage.form.php:89 views/registration/restor_pass.form.php:89","Embaixadores",""
"views/registration/default.form.php:193 views/registration/default.form.php:195 views/registration/default.form.php:196 views/registration/form_OBSOLET.php:142 views/registration/form_OBSOLET.php:145","Nome próprio",""
"views/registration/default.form.php:205 views/registration/default.form.php:207 views/registration/default.form.php:208 views/registration/form_OBSOLET.php:154 views/registration/form_OBSOLET.php:157","Apelido",""
"views/registration/default.form.php:230 views/registration/default.form.php:232 views/registration/default.form.php:233 views/registration/form_OBSOLET.php:179 views/registration/form_OBSOLET.php:182","Confirmar email",""
"views/registration/default.form.php:258 views/registration/default.form.php:260 views/registration/default.form.php:261 views/registration/form_OBSOLET.php:206 views/registration/form_OBSOLET.php:209 views/registration/newPasswordPage.form.php:119 views/registration/newPasswordPage.form.php:122","Confirmar password",""
"views/registration/default.form.php:274 views/registration/default.form.php:277 views/registration/form_OBSOLET.php:222 views/registration/form_OBSOLET.php:225","Código de convite",""
"views/registration/default.form.php:276 views/registration/form_OBSOLET.php:231","Se recebeste um código de convite de um amigo, insere-o aqui. Vais ganhar pontos adicionais se o fizeres. Se não tiveres um código de convite deixa o campo vazio e continua.",""
"views/registration/default.form.php:291 views/registration/default.form.php:293 views/registration/default.form.php:294 views/registration/form_OBSOLET.php:239 views/registration/form_OBSOLET.php:242","Verificação de SPAM",""
"views/registration/default.form.php:313","Insira código",""
"views/registration/default.form.php:316 views/registration/default.form.php:317","Insere aqui o texto que vês ao lado",""
"views/registration/default.form.php:341 views/registration/form_OBSOLET.php:292","Li e aceito a política de",""
"views/registration/default.form.php:348 views/registration/form_OBSOLET.php:299","Privacidade",""
"views/registration/default.form.php:349 views/registration/form_OBSOLET.php:300","Termos e Condições de Utilização",""
"views/registration/default.form.php:350 views/registration/form_OBSOLET.php:301","Respeitamos a tua privacidade. Nunca te enviaremos spam ou partilharemos a tua informação pessoal com ninguém sem o teu consentimento.",""
"views/registration/default.form.php:355","Registar",""
"views/registration/form_OBSOLET.php:261 views/registration/form_OBSOLET.php:265","Inserir código",""
"views/registration/newPasswordPage.form.php:134 views/registration/restor_pass.form.php:120","Confirmar",""
"views/survey/list.fo.php:97"," por responder",""
"views/survey/list.fo.php:108"," respondidos",""
"views/survey/list.fo.survey.detailed.php:33 views/survey/list.fo.survey.summary.php:36","De",""
"views/survey/list.fo.survey.detailed.php:58 views/survey/list.fo.survey.summary.php:61","Ainda não preencheste Relatório WOM",""
"views/survey/list.fo.survey.detailed.php:59 views/survey/list.fo.survey.summary.php:62","You did not fullfill this questionnaire.",""
"views/survey/list.fo.survey.summary.php:34","Clique para deixar de receber questionários desta categoria",""
"views/survey/show.fo.form.inner.page.matrix.php:8","Nunca",""
"views/survey/show.fo.form.inner.page.matrix.php:16","Diaramente",""
"views/survey/show.fo.form.inner.php:289","Página sem questões",""
"views/survey/show.fo.form.inner.php:298","salvar",""
"views/survey/show.fo.form.inner.php:330","A gravação dos teus dados no formulário é feita automaticamente.",""
"views/survey/show.fo.form.inner.php:347","página anterior",""
"views/survey/show.fo.form.inner.php:352","próxima página",""
"views/survey/show.fo.form.inner.php:372","%d de %d",""
"views/survey/show.fo.form.php:114","Por favor, responde a todas as questões do questionário.",""
"views/survey/show.fo.form.php:118 views/survey/show.fo.form.php:147","Questionário completo. Obrigado por responderes.",""
"views/survey/show.fo.form.php:127 views/survey/show.fo.form.php:163","Progresso:",""
"views/survey/show.fo.form.php:149","Acabaste de ganhar %d pontos!",""
"views/tellafriend/email.php:3","Por favor insere o email com que te registaste na nossa comunidade.",""
"views/tellafriend/email.php:4","Ao fazê-lo poderás ganhar pontos para a tua conta, por cada amigo teu que se registe.",""
"views/tellafriend/email.php:5","Quanto mais pontos tiveres mais probabilidades tens de ser seleccionado para as campanhas que realmente te interessam.",""
"views/tellafriend/email.php:6","Atenção: para ganhares os pontos terás que ter a tua conta registada.",""
"views/tellafriend/email_content.php:4","Junta-te já a ",""
"views/tellafriend/email_content.php:15","Configura a tua mensagem:",""
"views/tellafriend/email_content.php:17","Título:",""
"views/tellafriend/email_content.php:21","Mensagem:",""
"views/tellafriend/email_content.php:23","Olá,",""
"views/tellafriend/email_content.php:24","Vê já este site que te vai interessar.",""
"views/tellafriend/email_content.php:25","É uma comunidade onde podes experimentar produtos e serviços das tuas marcas preferidas gratuitamente.",""
"views/tellafriend/email_content.php:26","Eu já sou membro.",""
"views/tellafriend/email_content.php:28","Regista-te usando este link - %s - e ambos ganharemos pontos para a nossa conta.",""
"views/tellafriend/email_content.php:30","Quanto mais pontos tivermos mais probabilidades temos de ser seleccionados para as campanhas.",""
"views/tellafriend/email_content.php:31","Até já,",""
"views/tellafriend/header.php:40","Enviar email",""
"views/welcomeEmail/default.php:89","Obrigado pelo tempo que dispensaste para aderir à comunidade",""
"views/welcomeEmail/default.php:91","Para terminar clica no link seguinte para confirmares a criação  da tua conta:",""
"views/welcomeEmail/default.php:94","Aproveita e activa este  e-mail como &ldquo;Safe/Not junk&rdquo; para que possas continuar a receber e-mails nossos  e a participar nas Campanhas e WOMCasts que temos para ti.",""
"views/welcomeEmail/default.php:114","Por favor não respondas para  este endereço de e-mail. Este é um endereço gerado automaticamente. Se tiveres  alguma questão sobre a tua conta, ou acontecer algum erro, por favor envia um  e-mail para:",""
"views/welcomeEmail/default.php:114","Recomendamos que incluas o e-mail %s &nbsp;no teu livro de endereços (address  book).",""
"views/welcomeEmail/default.php:114","Deste modo, evitarás que as mensagens que te enviamos desde %s&nbsp;sejam movidas por erro para a pasta de  correio não desejado do teu e-mail.",""
"views/welcomeEmail/default.php:114","Desta forma nunca perderás uma das nossas  campanhas ou WOMCasts.",""
"views/womworld/default.php:53","Comunidades no mundo:",""
"views/womworld/default.php:62","País:",""
"views/womworld/default.php:63","Embaixadores:",""
"views/womworld/default.php:83 views/womworld/default.php:91","brevemente",""
"views/womworld/default.php:99","aberto",""
"views/zOffline/default.php:38 views/zOffline/show_offline_message.php:38 views/zOffline/special_login.php:51","Este site encontra-se temporariamente indisponível para manutenção.",""
"views/zOffline/default.php:39 views/zOffline/show_offline_message.php:39 views/zOffline/special_login.php:52","Lamentamos qualquer inconveniente.",""
"views/zOffline/default.php:40 views/zOffline/show_offline_message.php:40 views/zOffline/special_login.php:53","Por favor volte mais tarde.",""
"views/zOffline/special_login.php:59","Login:",""
"views/zOffline/special_login.php:67","Password:",""
"zzzHtmlSnapshots/survey.php:362 zzzHtmlSnapshots/survey.php:393","Localização",""
"zzzHtmlSnapshots/survey.php:429 zzzHtmlSnapshots/survey.php:460","Interesses",""
