"location","source","target"
"views/campaignGallery/list.fo.temporary.100.en_GB.php:57 views/campaignGallery/list.fo.temporary.100.en_GB.php:97 views/campaignGallery/list.fo.temporary.100.en_GB.php:137 views/campaignGallery/list.fo.temporary.100.en_GB.php:177 views/campaignGallery/list.fo.temporary.100.en_GB.php:217 views/campaignGallery/list.fo.temporary.100.en_GB.php:257 views/campaignGallery/list.fo.temporary.100.en_GB.php:297 views/campaignGallery/list.fo.temporary.100.en_GB.php:337 views/campaignGallery/list.fo.temporary.100.en_GB.php:377 views/campaignGallery/list.fo.temporary.100.en_GB.php:417 views/campaignGallery/list.fo.temporary.100.en_GB.php:457 views/campaignGallery/list.fo.temporary.100.en_GB.php:497 views/campaignGallery/list.fo.temporary.100.en_GB.php:537 views/campaignGallery/list.fo.temporary.100.en_GB.php:577 views/campaignGallery/list.fo.temporary.100.en_GB.php:617 views/campaignGallery/list.fo.temporary.100.en_GB.php:657 views/campaignGallery/list.fo.temporary.100.php:57 views/campaignGallery/list.fo.temporary.100.php:97 views/campaignGallery/list.fo.temporary.100.php:137 views/campaignGallery/list.fo.temporary.100.php:177 views/campaignGallery/list.fo.temporary.100.php:217 views/campaignGallery/list.fo.temporary.100.php:257 views/campaignGallery/list.fo.temporary.100.php:297 views/campaignGallery/list.fo.temporary.100.php:337 views/campaignGallery/list.fo.temporary.100.php:377 views/campaignGallery/list.fo.temporary.100.php:417 views/campaignGallery/list.fo.temporary.100.php:457 views/campaignGallery/list.fo.temporary.100.php:497 views/campaignGallery/list.fo.temporary.100.php:537 views/campaignGallery/list.fo.temporary.100.php:577 views/campaignGallery/list.fo.temporary.100.php:617 views/campaignGallery/list.fo.temporary.100.php:657 views/campaignGallery/list.fo.temporary.121.es_ES.php:57 views/campaignGallery/list.fo.temporary.121.es_ES.php:97 views/campaignGallery/list.fo.temporary.121.es_ES.php:137 views/campaignGallery/list.fo.temporary.121.es_ES.php:177 views/campaignGallery/list.fo.temporary.121.es_ES.php:217 views/campaignGallery/list.fo.temporary.121.es_ES.php:257 views/campaignGallery/list.fo.temporary.121.es_ES.php:297 views/campaignGallery/list.fo.temporary.121.es_ES.php:337 views/campaignGallery/list.fo.temporary.121.es_ES.php:377 views/campaignGallery/list.fo.temporary.121.es_ES.php:417 views/campaignGallery/list.fo.temporary.121.es_ES.php:457 views/campaignGallery/list.fo.temporary.121.es_ES.php:497 views/campaignGallery/list.fo.temporary.121.es_ES.php:537 views/campaignGallery/list.fo.temporary.121.es_ES.php:577 views/campaignGallery/list.fo.temporary.121.es_ES.php:617 views/campaignGallery/list.fo.temporary.121.es_ES.php:657 views/campaignGallery/show.fo.temporary.1001.en_GB.php:8 views/campaignGallery/show.fo.temporary.1001.php:8 views/campaignGallery/show.fo.temporary.1002.en_GB.php:8","Por:","Points"
"views/campaignGallery/list.fo.temporary.100.en_GB.php:57 views/campaignGallery/list.fo.temporary.100.en_GB.php:97 views/campaignGallery/list.fo.temporary.100.en_GB.php:137 views/campaignGallery/list.fo.temporary.100.en_GB.php:177 views/campaignGallery/list.fo.temporary.100.en_GB.php:217 views/campaignGallery/list.fo.temporary.100.en_GB.php:257 views/campaignGallery/list.fo.temporary.100.en_GB.php:297 views/campaignGallery/list.fo.temporary.100.en_GB.php:337 views/campaignGallery/list.fo.temporary.100.en_GB.php:377 views/campaignGallery/list.fo.temporary.100.en_GB.php:417 views/campaignGallery/list.fo.temporary.100.en_GB.php:457 views/campaignGallery/list.fo.temporary.100.en_GB.php:497 views/campaignGallery/list.fo.temporary.100.en_GB.php:537 views/campaignGallery/list.fo.temporary.100.en_GB.php:577 views/campaignGallery/list.fo.temporary.100.en_GB.php:617 views/campaignGallery/list.fo.temporary.100.en_GB.php:657 views/campaignGallery/list.fo.temporary.100.php:57 views/campaignGallery/list.fo.temporary.100.php:97 views/campaignGallery/list.fo.temporary.100.php:137 views/campaignGallery/list.fo.temporary.100.php:177 views/campaignGallery/list.fo.temporary.100.php:217 views/campaignGallery/list.fo.temporary.100.php:257 views/campaignGallery/list.fo.temporary.100.php:297 views/campaignGallery/list.fo.temporary.100.php:337 views/campaignGallery/list.fo.temporary.100.php:377 views/campaignGallery/list.fo.temporary.100.php:417 views/campaignGallery/list.fo.temporary.100.php:457 views/campaignGallery/list.fo.temporary.100.php:497 views/campaignGallery/list.fo.temporary.100.php:537 views/campaignGallery/list.fo.temporary.100.php:577 views/campaignGallery/list.fo.temporary.100.php:617 views/campaignGallery/list.fo.temporary.100.php:657 views/campaignGallery/list.fo.temporary.121.es_ES.php:57 views/campaignGallery/list.fo.temporary.121.es_ES.php:97 views/campaignGallery/list.fo.temporary.121.es_ES.php:137 views/campaignGallery/list.fo.temporary.121.es_ES.php:177 views/campaignGallery/list.fo.temporary.121.es_ES.php:217 views/campaignGallery/list.fo.temporary.121.es_ES.php:257 views/campaignGallery/list.fo.temporary.121.es_ES.php:297 views/campaignGallery/list.fo.temporary.121.es_ES.php:337 views/campaignGallery/list.fo.temporary.121.es_ES.php:377 views/campaignGallery/list.fo.temporary.121.es_ES.php:417 views/campaignGallery/list.fo.temporary.121.es_ES.php:457 views/campaignGallery/list.fo.temporary.121.es_ES.php:497 views/campaignGallery/list.fo.temporary.121.es_ES.php:537 views/campaignGallery/list.fo.temporary.121.es_ES.php:577 views/campaignGallery/list.fo.temporary.121.es_ES.php:617 views/campaignGallery/list.fo.temporary.121.es_ES.php:657 views/campaignGallery/show.fo.temporary.1001.en_GB.php:29 views/campaignGallery/show.fo.temporary.1001.php:29 views/campaignGallery/show.fo.temporary.1002.en_GB.php:29","Votos:","Points"
"views/campaignGallery/list.fo.temporary.100.en_GB.php:65 views/campaignGallery/list.fo.temporary.100.en_GB.php:105 views/campaignGallery/list.fo.temporary.100.en_GB.php:145 views/campaignGallery/list.fo.temporary.100.en_GB.php:185 views/campaignGallery/list.fo.temporary.100.en_GB.php:225 views/campaignGallery/list.fo.temporary.100.en_GB.php:265 views/campaignGallery/list.fo.temporary.100.en_GB.php:305 views/campaignGallery/list.fo.temporary.100.en_GB.php:345 views/campaignGallery/list.fo.temporary.100.en_GB.php:385 views/campaignGallery/list.fo.temporary.100.en_GB.php:425 views/campaignGallery/list.fo.temporary.100.en_GB.php:465 views/campaignGallery/list.fo.temporary.100.en_GB.php:505 views/campaignGallery/list.fo.temporary.100.en_GB.php:545 views/campaignGallery/list.fo.temporary.100.en_GB.php:585 views/campaignGallery/list.fo.temporary.100.en_GB.php:625 views/campaignGallery/list.fo.temporary.100.en_GB.php:665 views/campaignGallery/list.fo.temporary.100.php:65 views/campaignGallery/list.fo.temporary.100.php:105 views/campaignGallery/list.fo.temporary.100.php:145 views/campaignGallery/list.fo.temporary.100.php:185 views/campaignGallery/list.fo.temporary.100.php:225 views/campaignGallery/list.fo.temporary.100.php:265 views/campaignGallery/list.fo.temporary.100.php:305 views/campaignGallery/list.fo.temporary.100.php:345 views/campaignGallery/list.fo.temporary.100.php:385 views/campaignGallery/list.fo.temporary.100.php:425 views/campaignGallery/list.fo.temporary.100.php:465 views/campaignGallery/list.fo.temporary.100.php:505 views/campaignGallery/list.fo.temporary.100.php:545 views/campaignGallery/list.fo.temporary.100.php:585 views/campaignGallery/list.fo.temporary.100.php:625 views/campaignGallery/list.fo.temporary.100.php:665 views/campaignGallery/list.fo.temporary.121.es_ES.php:65 views/campaignGallery/list.fo.temporary.121.es_ES.php:105 views/campaignGallery/list.fo.temporary.121.es_ES.php:145 views/campaignGallery/list.fo.temporary.121.es_ES.php:185 views/campaignGallery/list.fo.temporary.121.es_ES.php:225 views/campaignGallery/list.fo.temporary.121.es_ES.php:265 views/campaignGallery/list.fo.temporary.121.es_ES.php:305 views/campaignGallery/list.fo.temporary.121.es_ES.php:345 views/campaignGallery/list.fo.temporary.121.es_ES.php:385 views/campaignGallery/list.fo.temporary.121.es_ES.php:425 views/campaignGallery/list.fo.temporary.121.es_ES.php:465 views/campaignGallery/list.fo.temporary.121.es_ES.php:505 views/campaignGallery/list.fo.temporary.121.es_ES.php:545 views/campaignGallery/list.fo.temporary.121.es_ES.php:585 views/campaignGallery/list.fo.temporary.121.es_ES.php:625 views/campaignGallery/list.fo.temporary.121.es_ES.php:665 views/campaignGallery/show.fo.temporary.1001.en_GB.php:18 views/campaignGallery/show.fo.temporary.1001.php:18 views/campaignGallery/show.fo.temporary.1002.en_GB.php:18","Gosto!","File"
"views/campaignGallery/list.fo.temporary.100.en_GB.php:72 views/campaignGallery/list.fo.temporary.100.en_GB.php:112 views/campaignGallery/list.fo.temporary.100.en_GB.php:152 views/campaignGallery/list.fo.temporary.100.en_GB.php:192 views/campaignGallery/list.fo.temporary.100.en_GB.php:232 views/campaignGallery/list.fo.temporary.100.en_GB.php:272 views/campaignGallery/list.fo.temporary.100.en_GB.php:312 views/campaignGallery/list.fo.temporary.100.en_GB.php:352 views/campaignGallery/list.fo.temporary.100.en_GB.php:392 views/campaignGallery/list.fo.temporary.100.en_GB.php:432 views/campaignGallery/list.fo.temporary.100.en_GB.php:472 views/campaignGallery/list.fo.temporary.100.en_GB.php:512 views/campaignGallery/list.fo.temporary.100.en_GB.php:552 views/campaignGallery/list.fo.temporary.100.en_GB.php:592 views/campaignGallery/list.fo.temporary.100.en_GB.php:632 views/campaignGallery/list.fo.temporary.100.en_GB.php:672 views/campaignGallery/list.fo.temporary.100.php:72 views/campaignGallery/list.fo.temporary.100.php:112 views/campaignGallery/list.fo.temporary.100.php:152 views/campaignGallery/list.fo.temporary.100.php:192 views/campaignGallery/list.fo.temporary.100.php:232 views/campaignGallery/list.fo.temporary.100.php:272 views/campaignGallery/list.fo.temporary.100.php:312 views/campaignGallery/list.fo.temporary.100.php:352 views/campaignGallery/list.fo.temporary.100.php:392 views/campaignGallery/list.fo.temporary.100.php:432 views/campaignGallery/list.fo.temporary.100.php:472 views/campaignGallery/list.fo.temporary.100.php:512 views/campaignGallery/list.fo.temporary.100.php:552 views/campaignGallery/list.fo.temporary.100.php:592 views/campaignGallery/list.fo.temporary.100.php:632 views/campaignGallery/list.fo.temporary.100.php:672 views/campaignGallery/list.fo.temporary.121.es_ES.php:72 views/campaignGallery/list.fo.temporary.121.es_ES.php:112 views/campaignGallery/list.fo.temporary.121.es_ES.php:152 views/campaignGallery/list.fo.temporary.121.es_ES.php:192 views/campaignGallery/list.fo.temporary.121.es_ES.php:232 views/campaignGallery/list.fo.temporary.121.es_ES.php:272 views/campaignGallery/list.fo.temporary.121.es_ES.php:312 views/campaignGallery/list.fo.temporary.121.es_ES.php:352 views/campaignGallery/list.fo.temporary.121.es_ES.php:392 views/campaignGallery/list.fo.temporary.121.es_ES.php:432 views/campaignGallery/list.fo.temporary.121.es_ES.php:472 views/campaignGallery/list.fo.temporary.121.es_ES.php:512 views/campaignGallery/list.fo.temporary.121.es_ES.php:552 views/campaignGallery/list.fo.temporary.121.es_ES.php:592 views/campaignGallery/list.fo.temporary.121.es_ES.php:632 views/campaignGallery/list.fo.temporary.121.es_ES.php:672 views/campaignGallery/show.fo.temporary.1001.en_GB.php:25 views/campaignGallery/show.fo.temporary.1001.php:25 views/campaignGallery/show.fo.temporary.1002.en_GB.php:25","Já votaste!",""
"views/campaignGallery/show.fo.temporary.1001.en_GB.php:39 views/campaignGallery/show.fo.temporary.1001.php:39 views/campaignGallery/show.fo.temporary.1002.en_GB.php:39","Enviar a amigos",""
"views/components/fileUpload.php:19","A enviar... Por favor aguarde.",""
"views/components/landing_top.php:87 views/components/share_button.php:3","Partilha com os teus amigos:",""
"views/components/slider.php:73","Mais informações","Legal information"
"views/components/teaserRegisterForm.php:34","Email","e-mail"
"views/components/teaserRegisterForm.php:43","Submeter",""
"views/components/login/login.php:203","Bem-vindo(a)","Wellcome"
"views/components/login/login.php:208 views/components/login/login_1.php:154","Enviar a amigo",""
"views/components/login/login.php:239 views/components/login/login_1.php:176","Username ou email","Username or e-mail"
"views/components/login/login.php:241 views/components/login/login_1.php:180","Password","Password"
"views/components/login/login_1.php:168","Login","Login"
"views/components/login/login_1.php:186","Lembrar-me","Remember me"
"views/components/login/login_1.php:193","Esqueci-me da password","Forgot my password"
"views/components/login/login_1.php:197","Esqueci-me do Username","Forgot my username"
"views/components/login/login_1.php:202","...ou logar com:","... or login with:"
"views/components/login/login_1.php:208","Iniciar sessão","Start session"
"views/dashboard/header.php:63","Perfil","Profile"
"views/dashboard/header.php:64","Avaliação","Location"
"views/dashboard/header.php:65","Buzz",""
"views/dashboard/header.php:66","Histórias",""
"views/default/default.php:15","Como funciona",""
"views/default/logged_in_homepage.php:43","Tens notificações novas! Clica aqui.",""
"views/default/logged_in_homepage.php:95","Completa o teu perfil.",""
"views/default/logged_in_homepage.php:110 views/default/logged_in_homepage.php:119","Ver",""
"views/default/logged_in_homepage.php:124","Pontos totais","Points"
"views/default/logged_in_homepage.php:126","Código:",""
"views/default/not_logged_in_homepage.php:63","Ver como",""
"views/error/default.php:24","Tem de fazer Login",""
"views/error/default.php:28","Ups...algo correu mal!",""
"views/error/default.php:50","Não está Login",""
"views/error/default.php:52","404",""
"views/error/default.php:66","Ocorreu um erro inesperado, se o erro persistir contacte o administrador do site.",""
"views/flags/default.php:7","Ambassadors.com","Ambassadors.com"
"views/landing_page_video/show_video.php:15","Loading the player. Please wait ...",""
"views/profile/show.fo.php:71","Completa o teu perfil e ganha 150 pontos incluindo 40 pontos de Bónus.","Complete your profile and win 160 points including the 40 points bonus."
"views/profile/show.fo.php:73","Completa o teu perfil","My profile"
"views/profile/show.fo.php:90 views/profile/show.fo.php:126 views/profile/show.fo.php:215","Pontos","Points"
"views/profile/show.fo.php:91","Nível","Level"
"views/profile/show.fo.php:95","Inscrição de amigos teus com o teu código de convite","Register friend that you invited"
"views/profile/show.fo.php:99","Questionários preenchidos","Fullfilled surveys"
"views/profile/show.fo.php:100","Campanhas em que participaste","Campaigns participated"
"views/profile/show.fo.php:102","Inscrição de amigos após recomendação","Friends registration that you recommended"
"views/profile/show.fo.php:104","pontos ganhos","points won"
"views/profile/show.fo.php:106","%d amigos teus inscreveram-se em embaixadores.com utilizando o teu código de convite","%d friends invited by you have registered in embaixadores.com"
"views/profile/show.fo.php:214","Categorias","Categories"
"views/profile/show.fo.php:220","Ganhos","Wins"
"views/profile/show.fo.php:221","Disponíveis","Available"
"views/profile/show.fo.php:222","Percentagem preenchida","Fill percentage"
"views/profile/show.fo.php:255","Liga o teu perfil ás redes sociais e expande a tua influência online!","link your profile to social networks and expand your influence over the internet!"
"views/profile/show.fo.php:308","Editar","Enter"
"views/profile_form/show.fo.form.php:115","Parte %d","Part %d"
"views/questions/free_response_DATE.php:24","Jan",""
"views/questions/free_response_DATE.php:24","Fev",""
"views/questions/free_response_DATE.php:24","Mar",""
"views/questions/free_response_DATE.php:24","Abr",""
"views/questions/free_response_DATE.php:24","Mai",""
"views/questions/free_response_DATE.php:24","Jun",""
"views/questions/free_response_DATE.php:24","Jul",""
"views/questions/free_response_DATE.php:24","Ago",""
"views/questions/free_response_DATE.php:24","Set",""
"views/questions/free_response_DATE.php:24","Out",""
"views/questions/free_response_DATE.php:24","Nov",""
"views/questions/free_response_DATE.php:24","Dez",""
"views/questions/free_response_DATE.php:25","Janeiro",""
"views/questions/free_response_DATE.php:25","Fevereiro",""
"views/questions/free_response_DATE.php:25","Março",""
"views/questions/free_response_DATE.php:25","Abril",""
"views/questions/free_response_DATE.php:25","Maio",""
"views/questions/free_response_DATE.php:25","Junho",""
"views/questions/free_response_DATE.php:25","Julho",""
"views/questions/free_response_DATE.php:25","Agosto","File"
"views/questions/free_response_DATE.php:25","Setembro",""
"views/questions/free_response_DATE.php:25","Outubro",""
"views/questions/free_response_DATE.php:25","Novembro",""
"views/questions/free_response_DATE.php:25","Dezembro",""
"views/questions/free_response_DATE.php:26","Dom",""
"views/questions/free_response_DATE.php:26","Seg",""
"views/questions/free_response_DATE.php:26","Ter",""
"views/questions/free_response_DATE.php:26","Qua",""
"views/questions/free_response_DATE.php:26","Qui",""
"views/questions/free_response_DATE.php:26","Sex",""
"views/questions/free_response_DATE.php:26","Sab",""
"views/questions/free_response_DATE.php:27","Domingo",""
"views/questions/free_response_DATE.php:27","Segunda",""
"views/questions/free_response_DATE.php:27","Terça",""
"views/questions/free_response_DATE.php:27","Quarta",""
"views/questions/free_response_DATE.php:27","Quinta",""
"views/questions/free_response_DATE.php:27","Sexta",""
"views/questions/free_response_DATE.php:27","Sábado",""
"views/questions/free_response_DATE.php:28","Hoje",""
"views/questions/free_response_DATE.php:29","X",""
"views/questions/free_response_DATE.php:30","Seguinte",""
"views/questions/free_response_DATE.php:31","Anterior",""
"views/questions/multiple_choice_multiple_response_checkbox.php:57 views/questions/multiple_choice_single_response_radiobutton.php:45","outra",""
"views/questions/question.php:99","Esta pergunta é obrigatória.",""
"views/registration/default.form.php:39","Embaixadores","Ambassadors"
"views/registration/default.form.php:190 views/registration/default.form.php:192 views/registration/default.form.php:193","Nome próprio","First name"
"views/registration/default.form.php:202 views/registration/default.form.php:204 views/registration/default.form.php:205","Apelido","Last name"
"views/registration/default.form.php:227 views/registration/default.form.php:229 views/registration/default.form.php:230","Confirmar email","e-mail confirmation"
"views/registration/default.form.php:255 views/registration/default.form.php:257 views/registration/default.form.php:258","Confirmar password","Password confirmation"
"views/registration/default.form.php:271 views/registration/default.form.php:274","Código de convite","Invitation code"
"views/registration/default.form.php:273","Se recebeste um código de convite de um amigo, insere-o aqui. Vais ganhar pontos adicionais se o fizeres. Se não tiveres um código de convite deixa o campo vazio e continua.","If you received an invitation code from a friend ..... (REVER ISTO)"
"views/registration/default.form.php:288 views/registration/default.form.php:290 views/registration/default.form.php:291","Verificação de SPAM","SPAM Verification"
"views/registration/default.form.php:310","Insira código","Insert the code"
"views/registration/default.form.php:313 views/registration/default.form.php:314","Insere aqui o texto que vês ao lado",""
"views/registration/default.form.php:338","Li e aceito a política de","I read the policy of "
"views/registration/default.form.php:345","Privacidade","Privacy"
"views/registration/default.form.php:346","Termos e Condições de Utilização","Terms and Conditions"
"views/registration/default.form.php:347","Respeitamos a tua privacidade. Nunca te enviaremos spam ou partilharemos a tua informação pessoal com ninguém sem o teu consentimento.","We respect your privacy. Wi'll never send you spam or will share your personal information without your authorization."
"views/registration/default.form.php:352","Registar","File"
"views/registration/form_OBSOLET.php:261 views/registration/form_OBSOLET.php:265","Inserir código","Insert the code"
"views/registration/newPasswordPage.form.php:134 views/registration/restor_pass.form.php:120","Confirmar","e-mail confirmation"
"views/survey/list.fo.php:97"," por responder","not answered"
"views/survey/list.fo.php:108"," respondidos","answered"
"views/survey/list.fo.survey.detailed.php:33 views/survey/list.fo.survey.summary.php:36","De",""
"views/survey/list.fo.survey.detailed.php:58 views/survey/list.fo.survey.summary.php:61","Ainda não preencheste Relatório WOM","You didn't fullfilled the WOM report"
"views/survey/list.fo.survey.detailed.php:59 views/survey/list.fo.survey.summary.php:62","You did not fullfill this questionnaire.",""
"views/survey/list.fo.survey.summary.php:34","Clique para deixar de receber questionários desta categoria","Click here to quit receiving surveys of this category. (REVER ISTO)"
"views/survey/show.fo.form.inner.page.matrix.php:3","Nunca",""
"views/survey/show.fo.form.inner.page.matrix.php:4","Diaramente",""
"views/survey/show.fo.form.inner.php:287","Página sem questões",""
"views/survey/show.fo.form.inner.php:296","salvar","save"
"views/survey/show.fo.form.inner.php:328","A gravação dos teus dados no formulário é feita automaticamente.","Your data is automatically saved without the need of a ""Save"" button."
"views/survey/show.fo.form.inner.php:345","página anterior","previous page"
"views/survey/show.fo.form.inner.php:350","próxima página","next page"
"views/survey/show.fo.form.inner.php:370","%d de %d","%d of %d"
"views/survey/show.fo.form.php:114","Por favor, responde a todas as questões do questionário.",""
"views/survey/show.fo.form.php:118 views/survey/show.fo.form.php:147","Questionário completo. Obrigado por responderes.",""
"views/survey/show.fo.form.php:127 views/survey/show.fo.form.php:163","Progresso:",""
"views/survey/show.fo.form.php:149","Acabaste de ganhar %d pontos!","You won %d points!"
"views/tellafriend/email_content.php:32","Título:",""
"views/tellafriend/email_content.php:36","Mensagem:",""
"views/tellafriend/email_set_recipients.php:20","Clica aqui",""
"views/tellafriend/email_set_recipients.php:20","para usares o teu editor de email ou (2) preenche os campos.",""
"views/tellafriend/send_email.php:16","Obrigado por partilhar com os teus amigos!",""
"views/welcomeEmail/default.php:89","Obrigado pelo tempo que dispensaste para aderir à comunidade",""
"views/welcomeEmail/default.php:91","Para terminar clica no link seguinte para confirmares a criação  da tua conta:",""
"views/welcomeEmail/default.php:94","Aproveita e activa este  e-mail como &ldquo;Safe/Not junk&rdquo; para que possas continuar a receber e-mails nossos  e a participar nas Campanhas e WOMCasts que temos para ti.",""
"views/welcomeEmail/default.php:114","Por favor não respondas para  este endereço de e-mail. Este é um endereço gerado automaticamente. Se tiveres  alguma questão sobre a tua conta, ou acontecer algum erro, por favor envia um  e-mail para:",""
"views/welcomeEmail/default.php:114","Recomendamos que incluas o e-mail %s &nbsp;no teu livro de endereços (address  book).",""
"views/welcomeEmail/default.php:114","Deste modo, evitarás que as mensagens que te enviamos desde %s&nbsp;sejam movidas por erro para a pasta de  correio não desejado do teu e-mail.",""
"views/welcomeEmail/default.php:114","Desta forma nunca perderás uma das nossas  campanhas ou WOMCasts.",""
"views/womworld/default.php:53","Comunidades no mundo:",""
"views/womworld/default.php:62","País:",""
"views/womworld/default.php:63","Embaixadores:","Ambassadors"
"views/womworld/default.php:83 views/womworld/default.php:91","brevemente",""
"views/womworld/default.php:99","aberto",""
"views/zOffline/default.php:38 views/zOffline/show_offline_message.php:38","Este site encontra-se temporariamente indisponível para manutenção.",""
"views/zOffline/default.php:39 views/zOffline/show_offline_message.php:39","Lamentamos qualquer inconveniente.",""
"views/zOffline/default.php:40 views/zOffline/show_offline_message.php:40","Por favor volte mais tarde.",""
"views/zOffline/special_login.php:59","Login:","Login"
"views/zOffline/special_login.php:67","Password:","Password"
"zzzHtmlSnapshots/survey.php:362 zzzHtmlSnapshots/survey.php:393","Localização","Location"
"zzzHtmlSnapshots/survey.php:429 zzzHtmlSnapshots/survey.php:460","Interesses","Interests"
"","Escolhe o teu país:","Choose your country:"
"","página","pageasas"
"","Embaixador","Ambassador"
"","É verdade, podes ser embaixador da tua marca preferida! Tudo voluntariamente, sem custos e com muita diversão. Durante os projectos os embaixadores podem experimentar um vasto leque de produtos e serviços. Se gostarem, simplesmente partilham os mesmos com os seus amigos e conhecidos.","It's true, know you can be an ambassador of your favourite brand. ..... (REVER ISTO)"
"","Assim os produtos tornam-se famosos pela velha forma do passa-a-palavra.","This the products became famous by the old way of word of mouth. (REVER ISTO)"
"","Responde &amp; ganha pontos","Win points answering"
"","Lorem ipsum dolor sit amet, consectetuer adipiscing elit, sed diam nonummy nibh euismod tincidunt ut laoreet dolore magna aliquam erat volutpat. Ut wisi enim ad minim veniam, quis nostrud exerci tation ullamcorper suscipit lobortis nisl ut aliquip.","Lorem ipsum dolor sit amet, consectetuer adipiscing elit, sed diam nonummy nibh euismod tincidunt ut laoreet dolore magna aliquam erat volutpat. Ut wisi enim ad minim veniam, quis nostrud exerci tation ullamcorper suscipit lobortis nisl ut aliquip."
"","desRegisto","Unregister"
"","Pequena ajuda em textoPequena ajuda em textoPequena ajuda em texto","Pequena ajuda em textoPequena ajuda em textoPequena ajuda em texto"
"","Olá %s como estás","How are you %s."
